character gender,characters,type,Character_dialogue
F,WATTERS,1,"You just goin' grin? Y'ain't goin comment on that, at all? Trampy ass skeezers, doin' damage they ain't even smart enough to see. That don't gall you at all? Bitches like those are the same ones runnin' feminism right to the brink girl. Bitches like that the reason mafuckas don't take our species seriously. We jus' meat for male consumption, we jus' pieces a'ass and pussy, somethin' pretty in lipstick and eye liner can suck cock. Sykes, embarrassed, nudging Watters, knockitoff..."
F,WATTERS,1,"Bitches like that make me weep for what could be if we could all, sisters everywhere, black, white, yellow and brown, put our shit down one time, unified front, the force of the female race, mobilized, moving as one... The woman, smile severely strained, the profeminist diatribe falling on decidedly deaf ears. An awkward beat, then"
F,JACKIE,1,And nothing.  And no one.  Can keep me away. One laser look at Luke. This bitch is your responsibility.  And she leads her baby off. 
F,ANNABELLE,1,"You know what that creep and his frogfaced footmen are calling me now?  In front of the whole world? Frosty, the Snow Bitch"
F,VI,1,That's not fair I was honest   Just because I wasn't sucking up   like  that bitch Catherine.
F,LISA,1,"If I wasn't such a lady, I had tell you what a bitch she really is. "
F,MRS. HILL,1,"Wait, Petunia.  Mommy's a little amped up  didn't get her yard time this morning.  Mink ain't my bitch.  She's a specialist... in banks. "
F,HANNAH,1,and a bitch slap.  I bet that really hurts 
F,SUE,1,Bitch... You little bitch
F,SUE,1,You little bitch
F,SUE,1,"You bitch Sue dives onto Trent.  They wrestle a little too rambunctiously for indoors.  Trent pulls the hockey sweater over Sue's head and starts wailing on his back. Mike crosses.  The CAMERA follows him down a shallow hallway to the door.  He unlocks it. A delivery man of easternhemispheric decent is out of breath from four flights of stairs.  He hands Mike a twelvepack of Bud cans and three packs of Marlboro reds. He can HEAR, but NOT SEE, the chaos ensuing in the living room. 31   "
F,SUE,1,"I said watch where you are going, bitch That's it.  Now they are squaring off in the empty parking lot. All the bald guy's boys fall in behind him.  All the swingers fall in behind Sue.  The swingers are not happy with Sue at all. The two cliques contrast each other in every way. The bald guys all have facial hair and multiple pierced extremities with the odd necktattoo thrown in for good measure. Baggy denim and boots.  Pot leaves and Pumas.  Long, heavy key chains.  Vintage 1994 whiteboy fauxgansta.  They do, however, look big and mean next to our boys. The early sixties style sweater jackets and blazers over button down shirts and tapered slacks don't quite have the same fear factor, but the boys do look classy. The word bitch is growled out by the two of them a half dozen more times until... Sue pulls a PISTOL out of his belt. Everyone is SCARED.  Especially the swingers."
F,SUE,1,"Now what, bitch?  Now who's the bitch, bitch? The bald guys HOLD UP THEIR HANDS and slowly back up to their ride."
F,SUE,1,"What about you, Mikey?  At least I got balls.  You are always whining about some bitch who dumped you a year ago..."
F,SUE,1,"I know for a fact you haven't, because you never shut up about it.  Your like a little whiney bitch..."
F,SUE,1,Bitch  You little bitch The CAMERA follows Mike and Trent into the... 65   
F,BETH,1,I bet that bitch wants a baby. Well she will find out Nicholas doesn't do children. GOLDENROD REVISIONS 20.10.09 99A. She is brandishing a diamond dagger award.
F,BETH,1,Bitch. Tamara looks up.
F,SARAH,1,"Don't fucking move  Don't FUCKING MOVE she swings the gun on Tarissa Get on the floor, bitch  Now  Fucking down"
F,MONICA,1,Exhibit A. I think she's a Melrose Place superbitch. RACHEL cracks a hint of a smile.
F,MAGDA,1,"You vicious bitch, how do you sleep at night?"
F,DEBBIE,1,Them's lil' bitches Bugging us for shit all the time. And they never appreciate anything.
F,RONNIE,1,"You put this on yourself. You wanted the responsibility, take it on the chin, and stop acting like a bitch."
F,DEBBIE,1,I am not going through menopause I am not going to go through menopause for twenty years. I am pregnant you little bitch. God damn it She storms off. 
F,HELEN,1,You bitch.
F,HELEN,1,"You... bitch Helen is raging, grabbing Juno's head and pounding it against anything hard she can find inside the car.  Suddenly she stops, looking out the front window.  Juno turns too, off her look, to see  about a quarter mile ahead."
F,AUDRY,1,"I had to wear Pfizer on my forehead for a full week... so post it up, bitch. Willy pleads with Jacob..."
F,NICOLE,1,"Uhoh, here comes the wicked bitch of the west... With that, she steps away, just as Janice walks up. Wesley stands to face his boss, as Janice launches into him..."
F,BLAKE,1,You bitch My face He PUSHES HER into the bar and DRAWS HIS PISTOL
F,PERDITA,1,Heard you was goin out with that bitchs daughter.
F,ELENA,1,"Whattchya think it is, bitch? The words catch in his throat."
F,JENNY,1,"So? Did you get the key? Are you Blue Bay's richest bitch? Marie's thoughts are drowned out by the ROAR of a powerful engine. All attention turns to a rusted MOTORCYCLE as it streaks across the verdant lawns, leaving a spray of MUD in its wake. nd atop the bike... Elena, in skintight leathers."
F,MARIE,1,"Lying bitch Marie has to be restrained, trying to break through the crowds to claw Elena's tear stained eyes out... "
F,ELENA,1,"I don't know for sure...but I think that bitch Parole officer's made me...she was at my trailer last night... Marie smiles, pulls Elena close as the steam rises all around."
F,MARIE,1,Useless bitch... 
F,MARIE,1,"Morrison doesn't know his prick from a pogo stick. And that bitch Parole Officer, she hasn't got the balls for this... Marie takes dead aim once more..."
F,KELLY,1,"It worked  We screwed the bitch She's all over him now  tongue kisses. KELLY CCONT'D It worked just like you said it would. He kisses her, finally gets her to sit, straddling him."
F,KELLY,1,"Stupid bitch. She very methodically grabs Suzie's hair, dragging her into the jacuzzi, holding her under the hot water. Suzie thrashes, breaks free, gags, arches out of the water, the wet Tshirt clinging to her small breasts. Kelly is on her again, slaps her, puts her hands to Suzie's throat  violently sexual in her wet bikini. Kelly slams Suzie back onto the blackandwhite tile, gets on top of her, knees between Suzie's legs, her hands on her throat. Suzie's skinny shape writhes underneath Kelly on the gleaming tile.  She gasps for air.  Kelly finally lets go, but remains on her knees between Suzie's legs, breathing hard.  A moment.  Kelly touches Suzie's face."
F,LUCY,1,My girlfriends are being such bitches. It's been two weeks and no one's offered to throw me a wedding shower.
F,MISTRESS EPPS,2,"You will remove that black bitch from this property, 'er I will take myself back to Cheneyville."
F,BARBARA,2,"EAT THE FISH, BITCH"
F,JOHANNA,2,"Business, bullshit Going out in the middle of the night to meet that bitch in a bar..."
F,LEIGH ANNE,2,"No, you hear me, bitch. You threaten my son you threaten me. You so much as cross downtown you will be sorry. I am in a prayer group with the D.A., I am a member of the NRA and I am always packing. 199  199 She taps her tiny purse. Alton laughs."
F,NICOLE,2,Shut the fuck up or I will kick your ass bitch.
F,NIKKI,2,What's she doing here? I want that bitch out. Now.
F,SANDY,2,"She is a cold, stuckup bitch. Harry opens his mouth to reply, considers, doesn't. They drive. 8   "
F,KATIE,2,"She's a cold, stuckup bitch."
F,DEASON,2,YOU STUPID BITCH Jessica hurls the phone receiver away.
F,GREEK,2,LYING BITCH  WHO WAS THAT KID IN THE MAIL ROOM? Jessica screams as he yanks her to her knees.
F,VERONA,2,"I am nobody's little bitch, you hear me? He will pay what I tell him to pay..."
F,KATHRYN,2,Ow. That hurt you stupid bitch.
F,JUDE,2,"You sick bitch  As she raises the gun, Dil shoots her repeatedly, saying"
F,GIRL,2,"You know, I have done this three times now and each time the counselor tells me I should be more careful in the future, I should show' some responsibility. Gotta tell you, though  this is the first time the counselor wasn't some ugly as hell old bitch. It's kind of hard to take abortion advice from a woman who's too gross to get laid in the first place."
F,STEPHANIE,2,"Choke on it, bitch. She kicks the old woman's jaw.. It SNAPS shut, trapping the envelope between her broken teeth. Muddy water cascades down into the grave, flowing over Mrs.. Ganush's face. It covers everything, except the jutting envelope and a single, staring white eye. Stephanie tries to climb out but the walls are too slick. She grabs at a clump of sod at the top of the hole but it tears away, unleashing an avalanche of mud that buries her up to her armpits. THE HEAD OF MRS. GANUSH Bobs up, through the mud. The Old Woman is grinning, with the envelope still jammed between her teeth. LONG SHOT  THE GRAVE  Rivers of muddy water now pour in from every direction. It has become the drain hole of the cemetery. THE INFLUX OF MUD pushes the old woman corpse against Stephanie. Her grinning face led mashed against Stephanie's cheek. Stephanie's SCREAM is cut short as she and Mrs. Ganush disappear beneath the mud. The only sound is the PITTERPATTER of rain. CAMERA STARTS TO PULL AWAY when..."
F,FAT LOU,2,"I don't pay you bitches to stand around. Now get the fuck back to work Piper snatches one of the plates. She delivers it to a Patron sitting at the bar, then turns toward the newly arrived customers. The American Indian couple scans a menu... and Milton  scans her...he quickly looks down at an unfolded map of Colorado as  NormaJean steps up to Milton."
F,BECKY,2,"You are choking my, you fucking bitch"
F,WOMEN'S FACILITY,2,GLADYS  Yah  I just wanna say  that little  bitch better watch her back at  Nationals kcause I am makin' friends on  the inside... Yahfriends who have  friends on the outside...
F,RHIANNON,2,"And neither do you, you selfish bitch"
F,TRACY,2,"What happened at the speeches was an  unconscienceable travesty. That little  bitch Tammy Metzier wanted to make a  fool out of me. Well, it wasn't going to  work. People do care who wins. Things do  matter. Finally, we are high enough to read WHO CARES? I DO VOTE TRACY"
F,ERIN,2,It's my paycheck.  Which I earned.  Which I deserve.  Which I shouldn't have to beg for. That fatass bitch won't give it to me.
F,HEROINE,2,"Go The bitch is mine Roadie and Coach reluctantly turn, leaving Heroine to fend  with the Beast. Heroine charges. Hissing, Sister Beast  charges as well. Heroine pumps and fires. BOOM Sister Beast spins, avoiding  the shot. Now too close, Heroine jams the Beast in the mouth  with the gun, knocking her back. Sister Beast  responds with a swipe and chomp on the arm. Heroine bats her away. Sister Beast  moves to the others."
F,TAMARA,2,"Relax, I have got McCulloch covered...  but that little narcing bitch niece of  his is a different matter. Rumor has it she's a teensy bit afraid  of the water..."
F,RAY,2,"Fuckin' bitch Bleeding and holding Lila's hair, Ray pries the gun out of Lila's hand. Lila grabs the sack of money, jumps out of the passenger side of the car and takes off into the woods. Ray chases her, but Lila is faster and gets ahead, then disappears into the woods. Ray stops, panting, and wipes the blood from her forehead."
F,RAY,2,Little bitch Ray stares after her for a long moment then gets back in the Acclaim. 35   
F,ANNOYING GIRL,2,"Shut up bitch. SIMON casually waves his hand at the frame, like flicking at a fly ANNOYING GIRL is wiped away, bringing E STONED GIRL to the forefront. WHITE KABLE SCRIPT  9192007 53                                                         53 E STONED GIRL Thanks baby. When can I meet you for like reals? SIMON notices a metallic sparkle from the GIRL'S TONGUE."
